id,task,question,answer,disease,source_page,source_section
dt_055,disease_treatment_qa,കുഷ്ഠം ചികിത്സയ്ക്കായി ഈ ഗ്രന്ഥം നിർദ്ദേശിക്കുന്ന മാർഗം എന്താണ്?,"കുടകപ്പാലയരി, തിപ്പലി, ഓരിലവേര്‍, അതിവിടയം, കടുകുരോഹിണി, രാമച്ചം, ചന്ദനം, നെല്ലിക്കാത്തോട്‌, കരൂവളത്തിന്‍വേര്‍്‌, മുത്തങ്ങാക്കിഴങ്ങ്‌, മുന്തിരിങ്ങാപ്പഴം, നറുനിണ്ടിക്കിഴങ്ങ്‌ ഇവകൊ ണ്ടു കാച്ചിയ നെയ്യ്‌ ജ്വരം, ചുമ, വായുമുട്ടല്‍, ഹലീമകരോഗം, അരുചി, വിഷമാഗ്നി, കാലപ്പഴക്കം ചെല്ലാത്ത രാജയക്ഷ്മാവ്‌ ഇവ പെട്ടെന്നു ശമിപ്പിക്കും. ലോഹിതാണ്ഡാദി തൈലം- ലോഹിതാണ്ഡം ഹരിദ്രേ ദ്വേ ശംഖിനീ കൃഷ്ണജിീരകം. 103 ശാരിബാ ചന്ദനം കുഷ്ഠം സൈന്ധവം ത്ര്യൂഷണം വചാ ഏതൈര്‍വാശാരസേ സിദ്ധം സസ്തന്യം തൈലമുത്തമം. 104 പാനാഭ്യഞ്ജനനസൈശ്ച ലിപ്തം സന്ധിനഖാന്തയോഃ സമസ്തസന്നിപാതഘ്നം പക്ഷാഘാതാര്‍ദ്ദിതാപഹം. 105 ബാഹ്യായാമാന്തരായാമഭൂതാദിഗ്രഹനാശനം അപസ്മാരവിഷോന്മാദവിഷമജരനാശനം. 106 ഏതത്തൈലം മഹാവീര്യം രഹസ്യമിദമുത്തമം",കുഷ്ഠം,35,Vaidyamanorama — full-PDF disease/treatment extraction
dt_056,disease_treatment_qa,കാസം എന്ന രോഗത്തിന് ഗ്രന്ഥത്തിൽ നിർദ്ദേശിക്കുന്ന ചികിത്സ എന്താണ്?,"രിസ്രുതം പിബേല്‍. കമ സാരം - കരിംകുവളക്കിഴങ്ങ്‌ ചുട്ടു ഭസ്മമാക്കി ആ ഭസ്മം വെള്ളത്തില്‍ കലക്കി തെളിച്ചെടുത്ത്‌ ആ തെളി തേന്‍ചേര്‍ത്തു സേവിക്കുക. രക്തപിത്തം ശമിക്കും. വാശാദി ഘൃതം- വാശായാഃ സ്വരസെ സര്‍പ്പിഃ പയസാ സഹ പാചയേല്‍ കല്ക്കൈര്‍ഭൂനിംബകുടചമുസ്തയഷ്ട്യാഹ്വചന്ദനൈഃ. ദ ഉദീച്യമധുകാനന്താശാരിബോദകപത്മകൈഃ ത്രായന്ത്യുല്പലമൂര്‍വാദിര്‍മ്മദയന്ത്യാശ്ച പല്ലവൈഃ. കമ സിതാക്ഷ്ദ്രയുതം ഹന്യാദ്രക്തപിത്തം സുദാരുണം ശ്വാസം കാസം ച ഗുന്മം ച സ്വരഭേദം ഹലീമകം. ക്ട യേ ചാന്യേ കീര്‍ത്തിതാ രോഗാ വാതപിത്തകഫാഗശ്രയാഃ താന്‍ സര്‍വാന്‍ വിജയത്യേതല്‍ പീയമാനം ഹിതാശനഃ. 46 സാരം - ആടലോടകത്തില വാട്ടിപ്പിഴിഞ്ഞ നീരില്‍ പുത്തരിച്ചുണ്ടവേര്‍, കുടകപ്പാ ലത്തൊലി, മുത്തങ്ങാക്കിഴങ്ങ്‌, ഇരട്ടിമധുരം, ചന്ദനം, രാമച്ചം, ഇരിപ്പുക്കാതല്‍, കൊടി ത്തുവവേര്‍, നറുനീണ്ടിക്കിഴങ്ങ്‌, ഇരുവേലി, പതുമുകം, (ഫ്മി, ചെങ്ങഴിനീര്‍ക്കിഴങ്ങ്‌, പെരുംകുരുമ്പവേര്‍, താതിരിപ്പുവ്‌ ഇവ കല്‍ക്കമായി നെയ്യും, നെയ്ക്ക്‌ സമം പാലും ചേര്‍ത്തു കാച്ചി അരിച്ച്‌ ചൂടാറിയാല്‍ പഞ്ചസാരയും തേനും ചേര്‍ത്ത്‌ യോജിപ്പിച്ച്‌ പത്യ മായി സേവിക്കുക. അതിഭയങ്കരമായ രക്തപിത്തം, വായുമുട്ടല്‍, ചുമ, ഗുന്മം, ഒച്ചയടപ്പ്‌, മഞ്ഞപ്പിത്തം ഇവയും വാതപിത്തകഫാ്രയങ്ങളായ മറ്റു രോഗങ്ങളും ശമിക്കും.",കാസം,71,Vaidyamanorama — full-PDF disease/treatment extraction
dt_057,disease_treatment_qa,അതിസാരം രോഗത്തിന്റെ ചികിത്സയായി ഗ്രന്ഥം എന്താണ് പറയുന്നത്?,"ശേ വസ്ത്യാനാഹേ പ്രവാഹണേ. 7 പിഞ്ഛാസ്രാവേ/ര്‍ശസാം ശുലേ ദേയം തല്‍പരമഷധം സാരം -- ഇരട്ടിമധുരം, ചെങ്ങഴുനിര്‍ക്കിഴങ്ങ്‌, പാച്ചോറ്റിത്തൊലി, ഇരുവേലി, പടര്‍ച്ചുണ്ട, കുവളത്തിന്‍വേര്‍, ചന്ദനം, കാട്ടുമുളകിന്‍വേര്‍, അതിവിടയം, മുത്തങ്ങാ ക്കിഴങ്ങ്‌, പാടക്കിഴങ്ങ്‌, ചവര്‍ക്കാരം, മരമഞ്ഞള്‍ത്തൊലി, ചുക്ക്‌, മാഞ്ചി, കൊടുവേ ലിക്കിഴങ്ങ്‌, ദേവതാരം ഇവ പുളിയാരിലനീരില്‍ അരച്ചു കലക്കി നെയ്യു കാച്ചി സേവി ച്ചാല്‍ അര്‍ശ്ശസ്സ്‌, അതിസാരം, ഗ്രഹണി, പാണ്ഡുരോഗം, ജ്വരം, അരുചി, മുത്രക്ൃ ച്രും, ഗുദ്രരംശം, വസ്തിക്കുണ്ടാകുന്ന വീര്‍പ്പ്‌, മുക്കല്‍, പിഞ്ഛാ്രസാവം (ഗുദ ത്തില്‍നിന്ന്‌ വഴുവഴുത്ത വെള്ളമൊലിക്കല്‍) അര്‍ശസ്സുകൊണ്ടുള്ള വേദന ഇവ ശമി ക്കും. കല്യാണക്ഷാരം- ത്രികടുത്രിപടുശ്രേഷ്ഠാദന്ത്യരുഷ്കരചിത്രകം. നി സാക്ഷുണ്ണം സ്‌നേഹമുത്രാക്തമന്തര്‍ദ്ധുമം വിപാചയേല്‍ ശരാവസന്ധ മ്യല്ലിപ്തേ ക്ഷാരഃ കല്യാണകാഹ്വയഃ. 9 സ പീതസ്സര്‍പ്പിഷാ യുക്തോ ഭക്തേ വാ സ്നിഗ്ദ്ധഭോജിനാം ഉദാവര്‍ത്തവിബന്ധാര്‍ശോഗുന്മപാണ്ഡൂദരകൃമീന്‍. 20",അതിസാരം,168,Vaidyamanorama — full-PDF disease/treatment extraction
dt_058,disease_treatment_qa,ഗ്രഹണി ബാധിച്ചാൽ ഗ്രന്ഥപ്രകാരം എന്ത് ചികിത്സയാണ് ചെയ്യേണ്ടത്?,"ഛര്‍ദ്ദിചികിത്സാരകമം 143 വില്രഷധകഷായം-- വില്രഷധാഭ്യാം പരിപക്വമേത- ന്നിവാരയേദ്ാര്യനിവാര്യവീര്യം ശിരോരുജം ഛര്‍ദ്യരുചിപ്രസേക- ഗുന്മോര്‍ദ്ധവാത്രഗഹണീവികാരാന്‍. ി സാരം - കുവളത്തിന്‍വേരും ചുക്കും കുടി കഷായം വച്ചു സേവിച്ചാല്‍ തലവേ ദന, ഛര്‍ദ്ദി, അരുചി, വായില്‍കുടി വെള്ളംവരിക, ഗുന്മം, ഈര്‍ദ്ധവായു, ഗ്രഹണി ഇവ ശമിക്കും. ആമ്രപ്രവാളാദി കഷായം-- ആമ്രജംബു്രവാളാനാം നിര്യൂഹം മധുനാ പിബേല്‍ ലാജതര്‍പ്പണസംയുക്തം ഛര്‍ദ്യതീസാരനാശനം. 21 സാരം - മാവിന്‍തളിരും ഞാവല്‍തളിരും കൂടി കഷായം വച്ച്‌ തേനും മലര്‍പ്പൊ ടിയും ചേര്‍ത്തു സേവിച്ചാല്‍ ഛര്‍ദ്ദിയും അതിസാരവും ശമിക്കും. കല്യാണാവലേഹം-- ബീജപുരരസ്പ്രസ്ഥം ഗുളാദഷ്ടപലാനി ച പക്ത്വാ ലാജകണായഷ്ടീമധുകാഞ്ജനചന്ദനൈഃ. മമ അക്ഷാംശൈര്‍മ്മധുനാ ലേഹഃ കല്യാണാഖ്യോ വമിപ്രണുല്‍ സാരം - ഇടങ്ങഴി വള്ളിനാരങ്ങാനിരില്‍ എട്ടു പലം ശര്‍ക്കര കലക്കി പചിച്ചു പാകമാകുമ്പോള്‍ മലര്‍, തിപ്പലി, ഇരട്ടിമധുരം, അഞ്ജനക്കല്ല്‌, ചന്ദനം ഇവ മൂന്നു കരഴഞ്ചുവിതം പൊടിച്ചിട്ടു വാങ്ങി ആറിയാല്‍ തേനും ചേര്‍ത്തു സൂക്ഷിച്ചുവച്ചിരുന്നു ഉപയോഗിക്കുക. ഈ കല്യാണാവലേഹം ഛര്‍ദ്ദിയെ ശമിപ്പിക്കും. ലാജാദി കഷായം-- ലാജമഹൌയഷധവിലൈരംബു ശൃതം കോ",ഗ്രഹണി,143,Vaidyamanorama — full-PDF disease/treatment extraction
dt_059,disease_treatment_qa,പ്രമേഹം രോഗാവസ്ഥയിൽ ഉപയോഗിക്കേണ്ട ഔഷധപ്രയോഗം ഏതാണ്?,"190 വൈദ്യമനോരമ ചന്ദന്രപയോഗം-- പീത്വാ സശര്‍ക്കരാക്ഷ്്രം ചന്ദനം തണ്ഡുലാംഭസാ. [5] ദാഹത്ൃഷ്ണാപ്രമേഹേഭ്യോ രക്ത്രസാവാച്ച മുച്യതേ സാരം - ചന്ദനമരച്ചു അരിക്കാടിയില്‍ കലക്കി പഞ്ചസാരയും തേനും ചേര്‍ത്തു സേവിക്കുക. സര്‍വാംഗസന്താപം, തണ്ണീര്‍ദാഹം, പ്രമേഹം, രക്ത്രസാവം ഇവ ശമിക്കും. ഗുദപാകത്തിന്‌-- ഗുദസ്യയ പാഠകേ ദാഹേ വാ സേകാ ലേപാ ഹിമാ ഹിതാഃ ി സാരം - ഗുദത്തിനു പഴുപ്പോ ചൂടോ ഉണ്ടെങ്കില്‍ ശീതങ്ങളായ ധാരകളും ലേപനങ്ങളും ഹിതങ്ങളാകുന്നു. ശതാവരീഘൃതപ്രയോഗം-- രക്തം വിട്സഹിതം പൂര്‍വം പശ്ചാദ്വാ യോ/തിസാര്യതേ ശതാവരീഘൃതം തസ്യ ലേഹാര്‍ത്ഥമുപയോജയേല്‍. ടട സാരം - രക്തം മലത്തോടുകുടിയോ അല്ലെങ്കില്‍ മലം പോകുന്നതിനു മുമ്പിലോ മലം പോയതിനു ശേഷമോ അധികമായി പോകുന്നു എങ്കില്‍ ആ രോഗി ശതാവ രീഘൃതം ലേഹനം ചെയുണം. നവനീതപ്രയോഗം-- ശര്‍ക്കരാര്‍ദ്ധാംശികം ലീഡഃം നവനീതം നവോദ്ധ്യതം ക്ഷന്ര്രപാദം ജയേച്ഛീരഘം തം വികാരം ഹിതാശിനഃ. 56 സാരം - പുതുവെണ്ണയില്‍ പകുതി പഞ്ചസാരയും നാലിലൊന്നു തേനും ചേര്‍ത്തു സേവിക്കുകയും പത്ഥ്യമായി ഭക്ഷണം കഴിക്കുകയും ചെയ്താല്‍ രക്തംപോക്കു ശമിക്കും. നൃഗ്രോധാദി ഘൃതം-- നൃഗ്രോ",പ്രമേഹം,190,Vaidyamanorama — full-PDF disease/treatment extraction
dt_060,disease_treatment_qa,രക്തപിത്തം ചികിത്സയ്ക്കായി ഈ ഗ്രന്ഥം നിർദ്ദേശിക്കുന്ന മാർഗം എന്താണ്?,"[2 വൈദ്യമനോരമ ദ്വിതീയോ/ ദ്ധ്യായഃ രക്തപിത്തചികിത്സാക്രമം രക്തപിത്തത്തിന്റെ സാദ്ധ്യാസാദ്ധ്യത- രിഷ്ടജ്ഞാനോദിതൈര്‍ല്ലിംഗൈ- ര്‍വീഹീനം ബലിനോ നവം ഏകദോഷസമുദ്ഭൂത-- മൂര്‍ദ്ധ്ഗം വേഗവര്‍ജ്ജിതം. [) സാധയേച്ചിശിരേ കാലേ രക്തപിത്തം ഭിഷഗ്വരഃ അധോഗം യാപയ്യരേദക്തം യച്ച ദോഷദ്വയാനുഗം മ ശാന്തം ശാന്തം പുനഃ കുപ്യന്‍ മാര്‍ഗ്ഗാന്മാര്‍ഗ്ഗാന്തരം ച യല്‍ അതിപ്രവൃത്തം മന്ദാഗ്നേസ്ത്രിദോഷം ദ്വിപഥം തൃജേല്‍. ി സാരം - ദേഹബലമുള്ളവന്നു വികൃതിവിജ്ഞാനീയത്തില്‍ പറയപ്പെട്ടിട്ടുള്ള ലക്ഷണങ്ങളോട്‌ കൂടാത്തതും കാലപ്പഴക്കം ചെല്ലാത്തതും വാതപിത്തകഫങ്ങളില്‍ ഏതെങ്കിലുമൊരു ദോഷം കോപിച്ചുണ്ടായതും മേല്പോട്ടു (കണ്ണ്‌, മുക്ക്‌, ചെവി, വായ്‌ ഇവകളിലൂടെ) പ്രവര്‍ത്തിക്കുന്നതും ഹേമന്തശിശിരജുതുക്കളില്‍ ഉണ്ടായതു മായ രക്തപിത്തം സുഖസാദ്ധ്യമാകുന്നു. കീഴ്പോട്ട്‌ (മ്രേവദയോനിഗുദങ്ങളിലൂടെ) പ്രവഹിക്കുന്നതും ഈരണ്ടു ദോഷങ്ങള്‍ കോപിച്ചുണ്ടായതുമായ രക്തപിത്തം യാപ്യ, മാകുന്നു. കുടെക്കുടെ ശമിക്കയും വീണ്ടും കോപിക്കയും ചെയ്യുന്നതും ഈര്‍ദ്ധഗ മായി പ്രവര്‍ത്തിച്ചിട്ട്‌ പിന്നീട്‌ അധോഗാമിയാ",രക്തപിത്തം,62,Vaidyamanorama — full-PDF disease/treatment extraction
dt_061,disease_treatment_qa,ക്ഷയം എന്ന രോഗത്തിന് ഗ്രന്ഥത്തിൽ നിർദ്ദേശിക്കുന്ന ചികിത്സ എന്താണ്?,"രസ്യ ദാപയ്രേദസഭോജനം! 204 ദിവാകരാഗ്നിസന്താപാദുദ്ഭൂതേ പിത്തജേ ജ്വരേ ശീതാംഭസാവസിക്തസ്യ മന്ഥം പാനായ ദാപയേല്‍ 205 ഹിമമാരുതതോയാനാമതിമാത്രനിഷേവണാല്‍ ശ്ലേഷ്മജ്രേ സമുദ്ഭൂതേ സ്വേദഃ പരമശര്‍മ്മദഃ. 206 സാരം - ശസ്ര്രതാഡനംകൊണ്ടുണ്ടായ ജരത്തില്‍ ശിത്രക്രിയ ഹിതമാകുന്നു. ഉപവാസം കൊണ്ടുണ്ടായ ജ്വരത്തില്‍ പാല്‍ കുടിക്കുന്നത്‌ നല്ലതാണ്‌. മനോദുഃഖം കൊണ്ടുണ്ടായ ജ്വരത്തില്‍ അതിന്റെ കാരണത്തിനു വിപരീതമായതും പ്രയോഗി ക്കണം. രക്തക്ഷയം കൊണ്ടുണ്ടായ വാതജമായ ജ്രത്തില്‍ ശരീരത്തില്‍ നെയ്യു തേച്ചിരുത്തിയശേഷം മാംസരസം കൂട്ടി ചോറുകൊടുക്കണം. വെയിലിന്റെയും തിയു ടരെയും ചുടുകൊണ്ടുണ്ടായ പിത്തജ്ചരത്തില്‍ ശീതജലംകൊണ്ടു ധാരചെയ്തതി നുശേഷം മലര്‍പ്പൊടി വെള്ളത്തില്‍ കലക്കി കൊടുക്കണം. മഞ്ഞ്‌, കാറ്റ്‌ ഇവ അധി കരമായി ഏല്ക്കുകകൊണ്ടും പച്ചവെള്ളമധികമായി കൂടിക്കുകകൊണ്ടും ഉണ്ടായ കഫജ്വരത്തില്‍ സ്വേദം ഏറ്റവും സുഖത്തെ ചെയ്യും. തേ ജ്വരാഃ കേവലാഃ പൂര്‍വം വ്യാപ്യന്തേ/നന്തരം മലൈഃ തസ്മാദ്ദോഷാനുസാരേണ തേഷ്വാഹാരാദി കല്പയേല്‍. 207 സാരം - മുന്‍പറഞ്ഞ ജരങ്ങള്‍ ആദ്യം ദോഷസംസര്‍ഗ്ഗം കൂടാതെ ഉണ്ടായിട്ട്‌ പിന്നീട്‌ ദോഷങ്ങളാല്‍ വ്യാപിക്കപ്പെടുന്നു. അതുകൊണ്ട്‌ ആ ജരങ്ങളില്‍ ദോഷ കോപം അനുസരിച്ചുള്ള ആഹാരാദികള്‍ കൊടുത്തുകൊള്ളണം. രോഗാണാം ച സമുത്ഥാനേ പാകമായാത്സു തേഷു ച ജ്വരോ/പരഃ സംഭ",ക്ഷയം,58,Vaidyamanorama — full-PDF disease/treatment extraction
dt_062,disease_treatment_qa,കൃമി രോഗത്തിന്റെ ചികിത്സയായി ഗ്രന്ഥം എന്താണ് പറയുന്നത്?,"അനുകൂലോപചാരേണ യാതി ദ്വിഷ്ടാര്‍ത്ഥജാ ശമം. മ സാരം - വ്ളാങ്കാ മുറിച്ചു ചുക്ക്‌, മുളക്‌, തിപ്പലി, ഇവയുടെ പൊടിയില്‍ ഒപ്പി കടിച്ചു തിന്നുകയോ കൊടുത്തുവവേര്‍ പൊടിച്ച്‌ തേനില്‍ കുഴച്ചു നക്കുകയോ ചെയ്താല്‍ ഛര്‍ദ്ദി ശമിക്കും. മനസ്സിന്‌ അഹിതങ്ങളായ സാധനങ്ങളുടെ ദര്‍ശനം, ,്ലാണം മുതലായവയാല്‍ ഉണ്ടായ ഛര്‍ദ്ദി, മനസ്സിനു ഹിതകരങ്ങളായ വസ്തുക്ക ളുടെ ദര്‍ശനം, (ഘാണം മുതലായവകൊണ്ടു ശമിക്കും. കൃമിജച്ഛര്‍ദ്ദിചികിത്സ-- ക്ൃമിജാ കൃമിഹൃദ്രോഗഗദിതൈശ്ച ഭിഷഗ്ജിതൈഃ യഥാസ്വം പരിശേഷാശ്ച തല്‍കൃതാശ്ച തഥാമയാഃ. 13 സാരം - കൃമിഹൃദ്രോഗത്തിനു പറഞ്ഞിരിക്കുന്ന ചികിത്സ ചെയ്താല്‍ കൃമിജ മായ ഛര്‍ദ്ദി ശമിക്കും. തണ്ണീര്‍ദാഹം, ദഹനക്കേട്‌, ദൌഹൃദം ഇവകൊണ്ടുണ്ടായ ഛര്‍ദ്ദിയും അവകൊണ്ടുണ്ടായ രോഗങ്ങളും അതിനു പറഞ്ഞിരിക്കുന്ന ചികിത്സ ചെയ്താല്‍ ശമിക്കും. വില്ധധാന്യകാദി കഷായം-- വില്വധാന്യകബലാമഹൌഷധൈര്‍- ലാജമുദ്ഗസഹിതൈശ്ശൃതം ജലം ഛര്‍ദ്ദിമാശു പിബതഃ സശര്‍ക്കരം ഹന്തി വാതകഫപിത്തജാമപി. രി സാരം - കുവളത്തിന്‍വേര്‍, കൊത്തമ്പാലരി, കുറുന്തോട്ടിവേര്‍, ചുക്ക്‌, മലര്‍, ചെറുപയറ്‌ ഇവ കഷായം വച്ച്‌ പഞ്ചസാര മേമ്പൊടി ചേര്‍ത്ത്‌ സേവിച്ചാല്‍ ത്രിദോ ഷജമായ ഛര്‍ദ്ദിയും ശമിക്കും.",കൃമി,141,Vaidyamanorama — full-PDF disease/treatment extraction
dt_063,disease_treatment_qa,പീനസം ബാധിച്ചാൽ ഗ്രന്ഥപ്രകാരം എന്ത് ചികിത്സയാണ് ചെയ്യേണ്ടത്?,"ുല്മജ്വരോദരപ്ലീഹ- ഗ്രഹണീപാണ്ഡുപീനസാന്‍ ശ്വാസകാസാഗ്നിസദന- ശ്വയഥൂര്‍ദ്ധാനിലാന്‍ ജയേല്‍. ന സാരം - പഞ്ചകോലം (തിപ്പലി, കാട്ടുതിപ്പലിവേര്‍, കാട്ടുമുളകിന്‍വേര്‍, കൊടു വേലിക്കിഴങ്ങ്‌, ചുക്ക്‌) ചവര്‍ക്കാരം ഇവ ഒരു പലം വിതം കല്ക്കമായി ഇടങ്ങഴി നെയ്യു ചേര്‍ത്തു ചളിപാകത്തില്‍ ഇടങ്ങഴി പാലുമൊഴിച്ചു കാച്ചിയെടുത്തു സേവി ക്കുക. സ്രോതസ്സുകള്‍ക്ക്‌ ശുദ്ധിയുണ്ടാകയും ഗുന്മം, ലരം, മഹോദരം, പ്ലീഹരോ ഗം, ഗ്രഹണി, പാണ്ഡുരോഗം, പീനസം, ശ്വാസം, ചുമ, അഗ്നിമാന്ദ്യം, നീര്‍ക്കെട്ട്‌, ര്‍ദ്ധവായു ഇവ ശമിക്കുകയും ചെയ്യും.",പീനസം,118,Vaidyamanorama — full-PDF disease/treatment extraction
dt_064,disease_treatment_qa,കാമല രോഗാവസ്ഥയിൽ ഉപയോഗിക്കേണ്ട ഔഷധപ്രയോഗം ഏതാണ്?,"പ്രമേഹചികിത്സാക്രമം 233 കതകാമലകാദി കഷായം-- കതകാമലകഹരിദ്രാകിംശുകവല്‍ക്കാഭയാവിദുലൈഃ മധുമധുരോ നിര്യൂഹോ മധുമേഹസ്യാപി മദദമനഃ. 30 സാരം - തേറ്റാമ്പരല്‍, നെല്ലിക്കാത്തോട്‌, മഞ്ഞള്‍, മുരിക്കന്‍തൊലി, കടുക്കാ ത്തോട്‌, കാനാഞ്ചി ഇവകൊണ്ടുള്ള കഷായം തേന്‍ മേമ്പൊടി ചേര്‍ത്തു സേവി ച്ചാല്‍ മധുമേഹവും മറ്റു ്രമേഹങ്ങളും ശമിക്കും. ഗുളൂച്യാദി ക്വാഥം- ഗുളുച്യാമലകക്ചാഥോ മധ്വാഡ്ട്യോ മേഹനുല്‍ പരം തൃഷ്ണാദാഹപ്രശമനോ ജ്രാരുചിവിനാശനഃ 331 സാരം - അമൃതും നെല്ലിക്കാത്തോടും കൂടി കഷായം വെച്ച്‌ അതില്‍ തേന്‍ മേമ്പൊടി ചേര്‍ത്തു സേവിച്ചാല്‍ തണ്ണീര്‍ദാഹം, ചുട്‌, ജ്വരം, അരുചി ഇവ ശമിക്കും. ഖദിര്രതിഫലാദി ചൂര്‍ണ്ണം--- ഖദിര്രതിഫലാകുലീനിശാംഭഃ- പരിപിഷ്ടം ഗിരിജം ത്വയര്‍പ്രലിപ്തം മധുനാ പരിചൂര്‍ണ്യ സേവിതാരം നരമാക്രാമതി ന പ്രമേഹസേനാ. 32 സാരം - കരിങ്ങാലിക്കാതല്‍, ത്രിഫലത്തോട്‌, ആവിരക്കുരു, മഞ്ഞ",കാമല,233,Vaidyamanorama — full-PDF disease/treatment extraction
dt_065,disease_treatment_qa,ഹൃദ്രോഗം ചികിത്സയ്ക്കായി ഈ ഗ്രന്ഥം നിർദ്ദേശിക്കുന്ന മാർഗം എന്താണ്?,"വഗേലാദി ലേഹം-- ത്വഗേലാവ്യോഷമൃദ്ധികാപിപ്പലീമുലപൌഷ്‌കരൈഃ ലാജമുസ്താഷഡീരാസ്നാധാത്രീഫലവിഭീതകൈഃ. ി ശര്‍ക്കരാക്ഷ്രദസര്‍പ്പിര്‍ഭിര്‍ല്ലേഹോ ഹൃദ്രോഗകാസഹാ സാരം - ഇലവര്‍ങത്തൊലി, ഏലത്തരി, ചുക്ക്‌, മുളക്‌, തിപ്പലി, മുന്തിരിങ്ങാപ്പ ൦, കാട്ടുതിപ്പലിവേര്‍, പുഷ്കരമൂലം, മലര്‍, മുത്തങ്ങാ, കച്ചോലം, അരത്ത, നെല്ലി ക്കാത്തോട്‌, താന്നിക്കാത്തോട്‌ ഇവ പൊടിച്ചു പഞ്ചസാരയും തേനും നെയ്യും കൂടി ചേര്‍ത്ത്‌ അതില്‍ കുഴച്ചു നക്കുക. ഹൃദ്രോഗം, ചുമ ഇവ ശമിക്കും. ദാഡിമാദി ചൂര്‍ണ്ണം-- ദ്വേ പലേ ദാഡിമാദഷ്ട ഗുഡാദ്ധ്യോഷാല്‍ പലത്രയം രോചനം ദീപനം സ്വര്യം പീനസശ്വാസകാസജില്‍. [ സാരം -- മാതളത്തോടു രണ്ടുപലം, ചുക്ക്‌, മുളക്‌, തിപ്പലി ഇവ ഓരോ പലം എല്ലാംകൂടി പൊടിച്ചു എട്ടു പലം ശര്‍ക്കരചേര്‍ത്തു ലേഹമാക്കി വച്ചിരുന്ന്‌ ഉപയോ ഗിക്കുക. ഈ ചൂര്‍ണ്ണം രൂചിയേയും ദീപനത്തേയും ഉണ്ടാക്കുന്നതും സ്വരത്തെ നന്നാ ക്കുന്നതും പീനസം, വായുമുട്ടല്‍, ചുമ ഇവയെ നശിപ്പിക്കുന്നതും ആകുന്നു. ഗുഡക്ഷാരാദി യോഗം-- ഗുഡക്ഷാരോഷണകണാഡാഡിമം ശ്വാസകാസജില്‍ ക്രമാല്‍ പലദ്വയാര്‍ദ്ധാക്ഷകര്‍ഷാക്ഷാര്‍ദ്ധപലോന്മിതം. നദ",ഹൃദ്രോഗം,87,Vaidyamanorama — full-PDF disease/treatment extraction
dt_066,disease_treatment_qa,അഗ്നിമാന്ദ്യം എന്ന രോഗത്തിന് ഗ്രന്ഥത്തിൽ നിർദ്ദേശിക്കുന്ന ചികിത്സ എന്താണ്?,"ജരചികിത്സാ്രമം 49 ജീര്‍ണ്ണജ്വരാരോചകകാസശൂല- ശ്വാസാഗ്നിമാന്ദ്യാര്‍ദ്ദിതപീനസേഷു. 164 സാരം - ചെറുവഴുതിനവേര്‍, ചുക്ക്‌, അമൃത്‌ ഇവ കഷായം വച്ചു തിപ്പലി പ്പൊടി മേമ്പൊടി ചേര്‍ത്തു സേവിച്ചാല്‍ ജീര്‍ണ്ണജ്ലരം, അരുചി, ചുമ, ശൂലം, വായു മുട്ടല്‍, അഗ്നിമാന്ദ്യം, അര്‍ദ്ദിതവാതം, പീനസം ഇവ ശമിക്കും. പാഠാദി-- പാഠാഗുളൂചീധനപര്‍പ്പടാബ്ദ- ഭൂനിംബവിലേന്ദ്രയവൈഃ ശൃതാംഭഃ പേയം ജരാര്‍ത്തൈരതിസാരിഭിശ്ച യഥാമൃതം സ്വര്‍ഗ്ഗിഭിരാദരേണ. 165 സാരം - പാടക്കിഴങ്ങ്‌, അമൃത്‌, കൊത്തമ്പാലയരി, പര്‍പ്പടകപ്പുല്ല്‌, മുത്തങ്ങാ ക്കിങ്ങ്‌, പുത്തരിച്ചുണ്ടവേര്‍, കുവളത്തിന്‍വേര്‍, കുടകപ്പാലയരി ഇവകൊണ്ടുള്ള കഷായം ജരാതിസാരത്തെ ശമിപ്പിക്കും. നാഗരാതിവിഷാദി-- നാഗരാതിവിഷാമുസ്താഭുനിംബ്ന്ദ്രയവാമൃതാഃ സര്‍വജ്ചരഹരോ യോഗഃ സര്‍വാതീസാരനാശനഃ. 166 സാരം - ചുക്ക്‌, അതിവിടയം, മുത്തങ്ങാക്കിഴങ്ങ്‌, പുത്തരിച്ചുണ്ടവേര്‍്‌, കുടക, പ്ലാലയരി, അമൃത്‌ ഇവകൊണ്ടുള്ള കഷായം എല്ലാ ജരത്തേയും എല്ലാ അതിസാര ത്തേയും ശമിപ്പിക്കും. സഹദേവീരസഖളം-- സഹദേവീരസേ സിദ്ധഃ ഖളഃ സര്‍വജ്വരാപഹ3. സാരം - പുവങ്കുറന്തലിന്റെ നീരില്‍ മുക്കുടി ഉണ്ടാക്കി",അഗ്നിമാന്ദ്യം,49,Vaidyamanorama — full-PDF disease/treatment extraction
