case_id,input_text,disease_label,split,difficulty,source_page,source_basis,generation_type
T1_0103,"The clinical picture is mainly food does not pass normally, with additional features of there is obstruction in the food passage and the chest feels constricted.",Bhaktarodha,test,hard,133,"difficulty or obstruction in the passage of food, with salivation and chest constriction; the text links it with drying/obstruction of the food passage",controlled paraphrase from source-derived profile
T1_0104,"The reported symptoms are salivation increases, the chest feels constricted, and swallowing or food passage is the main complaint.",Bhaktarodha,test,hard,133,"difficulty or obstruction in the passage of food, with salivation and chest constriction; the text links it with drying/obstruction of the food passage",controlled paraphrase from source-derived profile
T1_0105,"The presentation is suggestive of a disorder with the food pathway feels dry and obstructed, swallowing or food passage is the main complaint, and there is obstruction in the food passage.",Bhaktarodha,test,hard,133,"difficulty or obstruction in the passage of food, with salivation and chest constriction; the text links it with drying/obstruction of the food passage",controlled paraphrase from source-derived profile
T1_0106,"A patient presents with vomiting is prominent, food or fluid is expelled repeatedly, and the digestive process is disturbed with vomiting.",Chardi,train,easy,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0107,"The main findings are the main complaint is vomiting, along with the digestive process is disturbed with vomiting and vomiting is prominent.",Chardi,train,easy,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0108,Clinical features include the patient has a recurrent vomiting episode; the patient also has vomiting is prominent and the main complaint is vomiting.,Chardi,train,easy,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0109,"The presentation is characterized by food or fluid is expelled repeatedly, with the main complaint is vomiting and the patient has a recurrent vomiting episode occurring together.",Chardi,train,easy,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0110,A case is described with the digestive process is disturbed with vomiting. Additional findings are the patient has a recurrent vomiting episode and food or fluid is expelled repeatedly.,Chardi,train,easy,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0111,"The patient reports vomiting is prominent and food or fluid is expelled repeatedly, with the digestive process is disturbed with vomiting also present.",Chardi,train,medium,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0112,"The dominant complaint is the main complaint is vomiting, accompanied by the digestive process is disturbed with vomiting and vomiting is prominent.",Chardi,train,medium,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0113,"On assessment, the patient has a recurrent vomiting episode is noted, together with vomiting is prominent and the main complaint is vomiting.",Chardi,train,medium,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0114,"The symptom pattern includes food or fluid is expelled repeatedly, the main complaint is vomiting, and the patient has a recurrent vomiting episode.",Chardi,train,medium,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0115,"A typical presentation may include the digestive process is disturbed with vomiting, while the patient has a recurrent vomiting episode and food or fluid is expelled repeatedly are also observed.",Chardi,train,medium,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0116,The case shows vomiting is prominent; associated findings include food or fluid is expelled repeatedly and the digestive process is disturbed with vomiting.,Chardi,validation,hard,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0117,The patient has the main complaint is vomiting and the digestive process is disturbed with vomiting; another notable feature is that vomiting is prominent.,Chardi,validation,hard,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0118,"The clinical picture is mainly the patient has a recurrent vomiting episode, with additional features of vomiting is prominent and the main complaint is vomiting.",Chardi,test,hard,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0119,"The reported symptoms are food or fluid is expelled repeatedly, the main complaint is vomiting, and the patient has a recurrent vomiting episode.",Chardi,test,hard,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0120,"The presentation is suggestive of a disorder with the digestive process is disturbed with vomiting, the patient has a recurrent vomiting episode, and food or fluid is expelled repeatedly.",Chardi,test,hard,138,"vomiting, with the chapter discussing vomiting associated with disturbed movement and digestion",controlled paraphrase from source-derived profile
T1_0121,"A patient presents with illness follows improper alcohol intake, alcohol was taken in excess, and the presentation follows inadequate or excessive drinking.",Madatyaya,train,easy,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0122,"The main findings are alcohol was taken in an unsuitable manner, along with the presentation follows inadequate or excessive drinking and loss of consciousness may occur in severe presentation.",Madatyaya,train,easy,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0123,Clinical features include dosha disturbance is associated with alcohol intake; the patient also has loss of consciousness may occur in severe presentation and alcohol was taken in excess.,Madatyaya,train,easy,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0124,"The presentation is characterized by illness follows improper alcohol intake, with alcohol was taken in excess and the presentation follows inadequate or excessive drinking occurring together.",Madatyaya,train,easy,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0125,A case is described with alcohol was taken in an unsuitable manner. Additional findings are the presentation follows inadequate or excessive drinking and loss of consciousness may occur in severe presentation.,Madatyaya,train,easy,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0126,"The patient reports dosha disturbance is associated with alcohol intake and loss of consciousness may occur in severe presentation, with alcohol was taken in excess also present.",Madatyaya,train,medium,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0127,"The dominant complaint is illness follows improper alcohol intake, accompanied by alcohol was taken in excess and the presentation follows inadequate or excessive drinking.",Madatyaya,train,medium,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0128,"On assessment, alcohol was taken in an unsuitable manner is noted, together with the presentation follows inadequate or excessive drinking and loss of consciousness may occur in severe presentation.",Madatyaya,train,medium,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0129,"The symptom pattern includes dosha disturbance is associated with alcohol intake, loss of consciousness may occur in severe presentation, and alcohol was taken in excess.",Madatyaya,train,medium,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0130,"A typical presentation may include illness follows improper alcohol intake, while alcohol was taken in excess and the presentation follows inadequate or excessive drinking are also observed.",Madatyaya,train,medium,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0131,The case shows alcohol was taken in an unsuitable manner; associated findings include the presentation follows inadequate or excessive drinking and loss of consciousness may occur in severe presentation.,Madatyaya,validation,hard,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0132,The patient has dosha disturbance is associated with alcohol intake and loss of consciousness may occur in severe presentation; another notable feature is that alcohol was taken in excess.,Madatyaya,validation,hard,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0133,"The clinical picture is mainly illness follows improper alcohol intake, with additional features of alcohol was taken in excess and the presentation follows inadequate or excessive drinking.",Madatyaya,test,hard,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0134,"The reported symptoms are alcohol was taken in an unsuitable manner, the presentation follows inadequate or excessive drinking, and loss of consciousness may occur in severe presentation.",Madatyaya,test,hard,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0135,"The presentation is suggestive of a disorder with dosha disturbance is associated with alcohol intake, loss of consciousness may occur in severe presentation, and alcohol was taken in excess.",Madatyaya,test,hard,157,"illness arising from improper alcohol intake, especially insufficient, excessive or unsuitable drinking; the text describes dosha-related patterns and may include loss of consciousness",controlled paraphrase from source-derived profile
T1_0136,"A patient presents with piles or hemorrhoidal lesions are present, a visible anorectal lesion is present, and the complaint is localized to the anorectal region.",Arshas,train,easy,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0137,"The main findings are the condition may be internal rather than visible, along with the complaint is localized to the anorectal region and piles or hemorrhoidal lesions are present.",Arshas,train,easy,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0138,Clinical features include the text distinguishes visible and non-visible forms; the patient also has piles or hemorrhoidal lesions are present and the condition may be internal rather than visible.,Arshas,train,easy,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0139,"The presentation is characterized by a visible anorectal lesion is present, with the condition may be internal rather than visible and the text distinguishes visible and non-visible forms occurring together.",Arshas,train,easy,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0140,A case is described with the complaint is localized to the anorectal region. Additional findings are the text distinguishes visible and non-visible forms and a visible anorectal lesion is present.,Arshas,train,easy,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0141,"The patient reports piles or hemorrhoidal lesions are present and a visible anorectal lesion is present, with the complaint is localized to the anorectal region also present.",Arshas,train,medium,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0142,"The dominant complaint is the condition may be internal rather than visible, accompanied by the complaint is localized to the anorectal region and piles or hemorrhoidal lesions are present.",Arshas,train,medium,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0143,"On assessment, the text distinguishes visible and non-visible forms is noted, together with piles or hemorrhoidal lesions are present and the condition may be internal rather than visible.",Arshas,train,medium,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0144,"The symptom pattern includes a visible anorectal lesion is present, the condition may be internal rather than visible, and the text distinguishes visible and non-visible forms.",Arshas,train,medium,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0145,"A typical presentation may include the complaint is localized to the anorectal region, while the text distinguishes visible and non-visible forms and a visible anorectal lesion is present are also observed.",Arshas,train,medium,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0146,The case shows piles or hemorrhoidal lesions are present; associated findings include a visible anorectal lesion is present and the complaint is localized to the anorectal region.,Arshas,validation,hard,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0147,The patient has the condition may be internal rather than visible and the complaint is localized to the anorectal region; another notable feature is that piles or hemorrhoidal lesions are present.,Arshas,validation,hard,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0148,"The clinical picture is mainly the text distinguishes visible and non-visible forms, with additional features of piles or hemorrhoidal lesions are present and the condition may be internal rather than visible.",Arshas,test,hard,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0149,"The reported symptoms are a visible anorectal lesion is present, the condition may be internal rather than visible, and the text distinguishes visible and non-visible forms.",Arshas,test,hard,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0150,"The presentation is suggestive of a disorder with the complaint is localized to the anorectal region, the text distinguishes visible and non-visible forms, and a visible anorectal lesion is present.",Arshas,test,hard,164,"piles/hemorrhoidal disease, including visible and non-visible forms; the text distinguishes external lesions and internal cleansing approaches",controlled paraphrase from source-derived profile
T1_0151,"A patient presents with diarrhea is prominent, digestive strength is reduced, and abdominal distension may occur.",Atisara,train,easy,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0152,"The main findings are abdominal pain may occur, along with abdominal distension may occur and the condition may be associated with ama.",Atisara,train,easy,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0153,Clinical features include salivation may increase; the patient also has the condition may be associated with ama and diarrhea is prominent.,Atisara,train,easy,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0154,"The presentation is characterized by bowel movements are frequent or loose, with diarrhea is prominent and abdominal pain may occur occurring together.",Atisara,train,easy,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0155,A case is described with digestive strength is reduced. Additional findings are abdominal pain may occur and salivation may increase.,Atisara,train,easy,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0156,"The patient reports abdominal distension may occur and salivation may increase, with bowel movements are frequent or loose also present.",Atisara,train,medium,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0157,"The dominant complaint is the condition may be associated with ama, accompanied by bowel movements are frequent or loose and digestive strength is reduced.",Atisara,train,medium,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0158,"On assessment, diarrhea is prominent is noted, together with digestive strength is reduced and abdominal distension may occur.",Atisara,train,medium,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0159,"The symptom pattern includes abdominal pain may occur, abdominal distension may occur, and the condition may be associated with ama.",Atisara,train,medium,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0160,"A typical presentation may include salivation may increase, while the condition may be associated with ama and diarrhea is prominent are also observed.",Atisara,train,medium,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0161,The case shows bowel movements are frequent or loose; associated findings include diarrhea is prominent and abdominal pain may occur.,Atisara,validation,hard,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0162,The patient has digestive strength is reduced and abdominal pain may occur; another notable feature is that salivation may increase.,Atisara,validation,hard,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0163,"The clinical picture is mainly abdominal distension may occur, with additional features of salivation may increase and bowel movements are frequent or loose.",Atisara,test,hard,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0164,"The reported symptoms are the condition may be associated with ama, bowel movements are frequent or loose, and digestive strength is reduced.",Atisara,test,hard,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0165,"The presentation is suggestive of a disorder with diarrhea is prominent, digestive strength is reduced, and abdominal distension may occur.",Atisara,test,hard,178,"diarrhea, often described with loss of digestive strength; abdominal pain, abdominal distension and excessive salivation may accompany ama-associated cases",controlled paraphrase from source-derived profile
T1_0166,"A patient presents with digestion is impaired, indigestion is present, and digestive correction is central to the presentation.",Grahani,train,easy,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0167,"The main findings are diarrheal tendency may occur, along with digestive correction is central to the presentation and the condition is managed with pachana and deepana approaches.",Grahani,train,easy,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0168,Clinical features include the intestinal disorder is persistent or recurrent; the patient also has the condition is managed with pachana and deepana approaches and indigestion is present.,Grahani,train,easy,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0169,"The presentation is characterized by digestion is impaired, with indigestion is present and digestive correction is central to the presentation occurring together.",Grahani,train,easy,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0170,A case is described with diarrheal tendency may occur. Additional findings are digestive correction is central to the presentation and the condition is managed with pachana and deepana approaches.,Grahani,train,easy,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0171,"The patient reports the intestinal disorder is persistent or recurrent and the condition is managed with pachana and deepana approaches, with indigestion is present also present.",Grahani,train,medium,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0172,"The dominant complaint is digestion is impaired, accompanied by indigestion is present and digestive correction is central to the presentation.",Grahani,train,medium,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0173,"On assessment, diarrheal tendency may occur is noted, together with digestive correction is central to the presentation and the condition is managed with pachana and deepana approaches.",Grahani,train,medium,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0174,"The symptom pattern includes the intestinal disorder is persistent or recurrent, the condition is managed with pachana and deepana approaches, and indigestion is present.",Grahani,train,medium,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0175,"A typical presentation may include digestion is impaired, while indigestion is present and digestive correction is central to the presentation are also observed.",Grahani,train,medium,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0176,The case shows diarrheal tendency may occur; associated findings include digestive correction is central to the presentation and the condition is managed with pachana and deepana approaches.,Grahani,validation,hard,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0177,The patient has the intestinal disorder is persistent or recurrent and the condition is managed with pachana and deepana approaches; another notable feature is that indigestion is present.,Grahani,validation,hard,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0178,"The clinical picture is mainly digestion is impaired, with additional features of indigestion is present and digestive correction is central to the presentation.",Grahani,test,hard,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0179,"The reported symptoms are diarrheal tendency may occur, digestive correction is central to the presentation, and the condition is managed with pachana and deepana approaches.",Grahani,test,hard,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0180,"The presentation is suggestive of a disorder with the intestinal disorder is persistent or recurrent, the condition is managed with pachana and deepana approaches, and indigestion is present.",Grahani,test,hard,199,"a chronic digestive/intestinal disorder requiring digestion and metabolic correction; the text discusses indigestion, diarrhea and the staged use of pachana and deepana",controlled paraphrase from source-derived profile
T1_0181,"A patient presents with urination is painful, urination is difficult, and urinary discomfort is prominent.",Mutrakricchra,train,easy,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0182,"The main findings are burning occurs during urination, along with urinary discomfort is prominent and the patient has difficulty passing urine.",Mutrakricchra,train,easy,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0183,Clinical features include the urinary complaint follows a dosha-specific pattern; the patient also has the patient has difficulty passing urine and urination is difficult.,Mutrakricchra,train,easy,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0184,"The presentation is characterized by urination is painful, with urination is difficult and urinary discomfort is prominent occurring together.",Mutrakricchra,train,easy,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0185,A case is described with burning occurs during urination. Additional findings are urinary discomfort is prominent and the patient has difficulty passing urine.,Mutrakricchra,train,easy,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0186,"The patient reports the urinary complaint follows a dosha-specific pattern and the patient has difficulty passing urine, with urination is difficult also present.",Mutrakricchra,train,medium,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0187,"The dominant complaint is urination is painful, accompanied by urination is difficult and urinary discomfort is prominent.",Mutrakricchra,train,medium,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0188,"On assessment, burning occurs during urination is noted, together with urinary discomfort is prominent and the patient has difficulty passing urine.",Mutrakricchra,train,medium,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0189,"The symptom pattern includes the urinary complaint follows a dosha-specific pattern, the patient has difficulty passing urine, and urination is difficult.",Mutrakricchra,train,medium,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0190,"A typical presentation may include urination is painful, while urination is difficult and urinary discomfort is prominent are also observed.",Mutrakricchra,train,medium,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0191,The case shows burning occurs during urination; associated findings include urinary discomfort is prominent and the patient has difficulty passing urine.,Mutrakricchra,validation,hard,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0192,The patient has the urinary complaint follows a dosha-specific pattern and the patient has difficulty passing urine; another notable feature is that urination is difficult.,Mutrakricchra,validation,hard,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0193,"The clinical picture is mainly urination is painful, with additional features of urination is difficult and urinary discomfort is prominent.",Mutrakricchra,test,hard,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0194,"The reported symptoms are burning occurs during urination, urinary discomfort is prominent, and the patient has difficulty passing urine.",Mutrakricchra,test,hard,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0195,"The presentation is suggestive of a disorder with the urinary complaint follows a dosha-specific pattern, the patient has difficulty passing urine, and urination is difficult.",Mutrakricchra,test,hard,214,"painful or difficult urination, with burning and urinary discomfort; the text distinguishes Vata-, Pitta- and Kapha-associated patterns",controlled paraphrase from source-derived profile
T1_0196,"A patient presents with urination is increased or disordered, urinary disturbance is prominent, and digestive/metabolic strength is reduced.",Prameha,train,easy,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0197,"The main findings are meda-related disturbance is described, along with digestive/metabolic strength is reduced and the condition is associated with impaired metabolism.",Prameha,train,easy,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0198,Clinical features include the complaint is centered on abnormal urine output; the patient also has the condition is associated with impaired metabolism and urinary disturbance is prominent.,Prameha,train,easy,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0199,"The presentation is characterized by urination is increased or disordered, with urinary disturbance is prominent and digestive/metabolic strength is reduced occurring together.",Prameha,train,easy,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0200,A case is described with meda-related disturbance is described. Additional findings are digestive/metabolic strength is reduced and the condition is associated with impaired metabolism.,Prameha,train,easy,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0201,"The patient reports the complaint is centered on abnormal urine output and the condition is associated with impaired metabolism, with urinary disturbance is prominent also present.",Prameha,train,medium,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0202,"The dominant complaint is urination is increased or disordered, accompanied by urinary disturbance is prominent and digestive/metabolic strength is reduced.",Prameha,train,medium,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0203,"On assessment, meda-related disturbance is described is noted, together with digestive/metabolic strength is reduced and the condition is associated with impaired metabolism.",Prameha,train,medium,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0204,"The symptom pattern includes the complaint is centered on abnormal urine output, the condition is associated with impaired metabolism, and urinary disturbance is prominent.",Prameha,train,medium,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
T1_0205,"A typical presentation may include urination is increased or disordered, while urinary disturbance is prominent and digestive/metabolic strength is reduced are also observed.",Prameha,train,medium,226,disordered urination associated in the text with increased urine and meda-related disturbance and reduced digestive/metabolic strength,controlled paraphrase from source-derived profile
